"name","chr","description"
"C11orf94","11","chromosome"
"IQCM","4","IQ"
"IFNA17","9","interferon"
"APOC2","19","apolipoprotein"
"SHISA8","22","shisa"
"C19orf81","19","chromosome"
"ANKRD65","1","ankyrin"
"BRD3OS","9","BRD3"
"ZSCAN31","6","zinc"
"FAM237A","2","family"
"C12orf75","12","chromosome"
"SMIM1","1","small"
"HGH1","8","HGH1"
"PPP1R3E","14","protein"
"KDM4E","11","lysine"
"RPEL1","10","ribulose-5-phosphate-3-epimerase"
"SPAAR","9","small"
"SMIM27","9","small"
"NFAM1","22","NFAT"
"NKX1-1","4","NK1"
"RNF148","7","ring"
"CXorf51B","X","chromosome"
"AL109810.2","1","uncharacterized"
"ANKRD34C","15","ankyrin"
"MFRP","11","membrane"
"KIAA0040","1","KIAA0040"
"USP17L27","4","ubiquitin"
"B3GALT4","6","beta-1,3-galactosyltransferase"
"LCE6A","1","late"
"PNMA6A","X","PNMA"
"PATE3","11","prostate"
"OR5H14","3","olfactory"
"ZBTB22","6","zinc"
"USP17L4","8","ubiquitin"
"CT47A3","X","cancer/testis"
"CLEC2L","7","C-type"
"ZBED5","11","zinc"
"SLFN14","17","schlafen"
"PPIAL4G","1","peptidylprolyl"
"GAGE12F","X","G"
"CT47A1","X","cancer/testis"
"LINC00854","17","long"
"SLC35G4","18","solute"
"TAS2R39","7","taste"
"TSPY10","Y","testis"
"UBE2L5","13","ubiquitin"
"CT47B1","X","cancer/testis"
"AL354761.1","9","lipocalin"
"ZNF853","7","zinc"
"IFNA4","9","interferon"
"ARHGEF38","4","Rho"
"GAGE12B","X","G"
"CTAGE9","6","CTAGE"
"AL391650.1","1",NA
"C3orf84","3","chromosome"
"OR10G9","11","olfactory"
"USP17L8","8","ubiquitin"
"TAAR9","6","trace"
"C4orf51","4","chromosome"
"B3GNT9","16","UDP-GlcNAc:betaGal"
"CDKN2AIPNL","5","CDKN2A"
"MBD3L5","19","methyl-CpG"
"CKMT1B","15","creatine"
"RNF223","1","ring"
"PATE4","11","prostate"
"OR4A47","11","olfactory"
"PRSS56","2","serine"
"ZNF737","19","zinc"
"RGL2","6","ral"
"BHMG1","19","basic"
"C10orf143","10","chromosome"
"SHISA9","16","shisa"
"OR7E24","19","olfactory"
"TEX51","2","testis"
"HLA-DQA2","6","major"
"KIFC1","6","kinesin"
"C2orf74","2","chromosome"
"GAGE12C","X","G"
"IRGM","5","immunity"
"PRAMEF33","1","PRAME"
"AMY1A","1","amylase,"
"FAM200B","4","family"
"CT47A5","X","cancer/testis"
"OR2I1P","6","olfactory"
"LRRC37A2","17","leucine"
"MPC1L","X","mitochondrial"
"ETDA","X","embryonic"
"TMEM250","9","transmembrane"
"OR2W3","1","olfactory"
"PAGE2B","X","PAGE"
"TXNDC5","6","thioredoxin"
"CASTOR1","22","cytosolic"
"RNF103","2","ring"
"RBM14","11","RNA"
"ALKBH6","19","alkB"
"ASB14","3","ankyrin"
"PCDHA13","5","protocadherin"
"AC118470.1","1",NA
"KLHL41","2","kelch"
"CASTOR3","7","CASTOR"
"OR1J4","9","olfactory"
"STPG4","2","sperm-tail"
"MEIKIN","5","meiotic"
"NME1","17","NME/NM23"
"TNFSF12","17","TNF"
"CDRT4","17","CMT1A"
"APOBEC3G","22","apolipoprotein"
"TLR9","3","toll"
"WBP1","2","WW"
"MRPS17","7","mitochondrial"
"PRAMEF11","1","PRAME"
"DEFA3","8","defensin"
"GET4","7","golgi"
"KRTAP9-2","17","keratin"
"C1orf226","1","chromosome"
"ADSL","22","adenylosuccinate"
"LILRA4","19","leukocyte"
"LILRA2","19","leukocyte"
"TEX35","1","testis"
"AMY2B","1","amylase,"
"DWORF","3","DWARF"
"LY6G5B","6","lymphocyte"
"PSMB9","6","proteasome"
"PCDHGC3","5","protocadherin"
"SMKR1","7","small"
"UGT1A5","2","UDP"
"COX19","7","COX19,"
"DEFA1B","8","defensin"
"ACAD11","3","acyl-CoA"
"PPIL3","2","peptidylprolyl"
"LCE1F","1","late"
"KIR3DL2","19","killer"
"KRTAP13-3","21","keratin"
"TNFRSF13B","17","TNF"
"KRTAP9-1","17","keratin"
"L1TD1","1","LINE1"
"AQP1","7","aquaporin"
"C1QTNF9","13","C1q"
"ISY1","3","ISY1"
"PNMA2","8","PNMA"
"LRRD1","7","leucine"
"KRBOX1","3","KRAB"
"PCDHGC5","5","protocadherin"
"ARHGEF25","12","Rho"
"TMEM189","20","transmembrane"
"RDH14","2","retinol"
"KRTAP4-7","17","keratin"
"PLCXD2","3","phosphatidylinositol"
"MIF","22","macrophage"
"NSUN6","10","NOP2/Sun"
"HLA-DOB","6","major"
"UGT1A9","2","UDP"
"KRTAP10-5","21","keratin"
"YAE1D1","7","Yae1"
"OR14A2","1","olfactory"
"AC115220.1","7",NA
"TDGF1","3","teratocarcinoma-derived"
"C3orf85","3","chromosome"
"KRTAP5-8","11","keratin"
"KRTAP4-16","17","keratin"
"CRCP","7","CGRP"
"CDRT1","17","CMT1A"
"RPL36A","X","ribosomal"
"PDXP","22","pyridoxal"
"RPP21","6","ribonuclease"
"CD302","2","CD302"
"EGFL8","6","EGF"
"ATP5MF","7","ATP"
"SSX2","X","SSX"
"ARHGAP8","22","Rho"
"AC244197.3","X",NA
"ARPC4","3","actin"
"CORT","1","cortistatin"
"KRTAP9-4","17","keratin"
"KRTAP5-4","11","keratin"
"UGT1A1","2","UDP"
"INMT","7","indolethylamine"
"ARPC1A","7","actin"
"AL035460.1","20",NA
"TMEFF1","9","transmembrane"
"SPRR2A","1","small"
"ATP5PO","21","ATP"
"PLEKHO2","15","pleckstrin"
"C8orf58","8","chromosome"
"PISD","22","phosphatidylserine"
"HOGA1","10","4-hydroxy-2-oxoglutarate"
"PWP2","21","PWP2,"
"PI4KA","22","phosphatidylinositol"
"AKAP2","9","A-kinase"
"KIR3DL3","19","killer"
"HYPK","15","huntingtin"
"AMACR","5","alpha-methylacyl-CoA"
"MTFP1","22","mitochondrial"
"MDFIC2","3","MyoD"
"ARHGDIG","16","Rho"
"TCP10L","21","t-complex"
"PSG2","19","pregnancy"
"ARFGAP3","22","ADP"
"BGLAP","1","bone"
"C22orf39","22","chromosome"
"PEG10","7","paternally"
"CT47A2","X","cancer/testis"
"UGT1A8","2","UDP"
"EIF6","20","eukaryotic"
"RBMY1E","Y","RNA"
"PCDHGC4","5","protocadherin"
"GTF2A1L","2","general"
"MRPL20","1","mitochondrial"
"ARPIN","15","actin"
"UGT1A10","2","UDP"
"SERPINB10","18","serpin"
"HLA-DMB","6","major"
"DECR2","16","2,4-dienoyl-CoA"
"GNG10","9","G"
"CNTF","11","ciliary"
"CCDC169","13","coiled-coil"
"RTL5","X","retrotransposon"
"AP5Z1","7","adaptor"
"ZNF709","19","zinc"
"STRC","15","stereocilin"
"RBMY1B","Y","RNA"
"ERVW-1","7","endogenous"
"EIF4EBP3","5","eukaryotic"
"PRAMEF4","1","PRAME"
"PSG11","19","pregnancy"
"UGT1A3","2","UDP"
"PSG4","19","pregnancy"
"MRPL33","2","mitochondrial"
"MICAL3","22","microtubule"
"PPAN-P2RY11","19","PPAN-P2RY11"
"PCDHAC2","5","protocadherin"
"STON1","2","stonin"
"PRAF2","X","PRA1"
"VSIG8","1","V-set"
"STMP1","7","short"
"KCTD7","7","potassium"
"EFNA4","1","ephrin"
"TICAM2","5","toll"
"PALM2","9","paralemmin"
"C4orf48","4","chromosome"
"NAA80","3","N(alpha)-acetyltransferase"
"AMY2A","1","amylase,"
"KRTAP10-11","21","keratin"
"TNFRSF6B","20","TNF"
"WFDC6","20","WAP"
"UPK3B","7","uroplakin"
"SMIM34A","21","small"
"IL10RB","21","interleukin"
"CFB","6","complement"
"ZNF487","10","zinc"
"WDR92","2","WD"
"NME2","17","NME/NM23"
"PLA2G4B","15","phospholipase"
"LEFTY1","1","left-right"
"CFAP57","1","cilia"
"NPIPB5","16","nuclear"
"TTC4","1","tetratricopeptide"
"OR5V1","6","olfactory"
"TMEM35B","1","transmembrane"
"KIR2DL3","19","killer"
"JMJD7","15","jumonji"
"APOBEC3D","22","apolipoprotein"
"OR2A7","7","olfactory"
"TUBA4B","2","tubulin"
"MRPS6","21","mitochondrial"
"ZNF512","2","zinc"
"GSTA1","6","glutathione"
"RTL9","X","retrotransposon"
"ACY1","3","aminoacylase"
"NFS1","20","NFS1,"
"MT1HL1","1","metallothionein"
"KRTAP19-3","21","keratin"
"DDOST","1","dolichyl-diphosphooligosaccharide--protein"
"TMEM199","17","transmembrane"
"LCE3C","1","late"
"GSTA2","6","glutathione"
"SPRR2F","1","small"
"DNAJC25-GNG10","9","DNAJC25-GNG10"
"UGT1A7","2","UDP"
"P2RY11","19","purinergic"
"TMEM141","9","transmembrane"
"TMEM225B","7","transmembrane"
"IFITM10","11","interferon"
"AL645922.1","6",NA
"DBNDD2","20","dysbindin"
"LY6G6D","6","lymphocyte"
"KRTAP19-7","21","keratin"
"RBMY1D","Y","RNA"
"ETV5","3","ETS"
"KRTAP5-7","11","keratin"
"CFHR1","1","complement"
"RBM12","20","RNA"
"UGT1A4","2","UDP"
"ERVFRD-1","6","endogenous"
"LILRA6","19","leukocyte"
"SCARF2","22","scavenger"
"APOBEC3C","22","apolipoprotein"
"KRTAP4-2","17","keratin"
"RAD21L1","20","RAD21"
"CCDC13","3","coiled-coil"
"ASPRV1","2","aspartic"
"OR2AE1","7","olfactory"
"KRTAP20-1","21","keratin"
"UBE2V1","20","ubiquitin"
"CTAGE8","7","CTAGE"
"PTCHD4","6","patched"
"C4A","6","complement"
"HBB","11","hemoglobin"
"CRYBB2","22","crystallin"
"N4BP2L2","13","NEDD4"
"ZNF585B","19","zinc"
"CEBPA","19","CCAAT"
"H2AFJ","12","H2A"
"UBAP1L","15","ubiquitin"
"PGAM5","12","PGAM"
"ZCCHC3","20","zinc"
"SPTY2D1OS","11","SPTY2D1"
"TWF2","3","twinfilin"
"MARS2","2","methionyl-tRNA"
"USP51","X","ubiquitin"
"BCKDHA","19","branched"
"INSL3","19","insulin"
"MARCOL","5","MARCO"
"ADH1C","4","alcohol"
"TRIM39-RPP21","6","TRIM39-RPP21"
"AC037459.1","8",NA
"APELA","4","apelin"
"CDK11B","1","cyclin"
"PCDHAC1","5","protocadherin"
"TARM1","19","T"
"PRR5-ARHGAP8","22","PRR5-ARHGAP8"
"POU5F2","5","POU"
"PCP4L1","1","Purkinje"
"ABHD14A","3","abhydrolase"
"TMEM110-MUSTN1","3","TMEM110-MUSTN1"
"RBM14-RBM4","11","RBM14-RBM4"
"LY75-CD302","2","LY75-CD302"
"CCDC153","11","coiled-coil"
"C4orf54","4","chromosome"
"ACTN3","11","actinin"
"AC004997.1","22",NA
"AC187653.1","7","forkhead"
"SMIM31","4","small"
"TNFSF12-TNFSF13","17","TNFSF12-TNFSF13"
"FMN1","15","formin"
"ATP5MF-PTCD1","7","ATP5MF-PTCD1"
"USP17L19","4","ubiquitin"
"USP17L22","4","ubiquitin"
"AL645941.2","6",NA
"USP17L17","4","ubiquitin"
"HAUS5","19","HAUS"
"EPPIN-WFDC6","20","EPPIN-WFDC6"
"AL159163.1","6",NA
"AC233724.6","5",NA
"PCDHA11","5","protocadherin"
"AP000311.1","21",NA
"ATP5MGL","22","ATP"
"AC069368.1","15",NA
"TMEM150C","4","transmembrane"
"AC068533.4","7",NA
"NAIP","5","NLR"
"ZNF286B","17","zinc"
"ZNF324B","19","zinc"
"SPATS1","6","spermatogenesis"
"CLRN2","4","clarin"
"AC004832.3","22",NA
"AP000295.1","21",NA
"THEGL","4","theg"
"ZNF564","19","zinc"
"FER1L5","2","fer-1"
"ECSCR","5","endothelial"
"AC092647.5","7",NA
"USP17L21","4","ubiquitin"
"HS3ST5","6","heparan"
"MTRNR2L5","10","MT-RNR2"
"LGALS16","19","galectin"
"RNF103-CHMP3","2","RNF103-CHMP3"
"PDCD6","5","programmed"
"GOLGA8K","15","golgin"
"TERB1","16","telomere"
"AL355315.1","10",NA
"TMEM158","3","transmembrane"
"C15orf38-AP3S2","15","C15orf38-AP3S2"
"YJEFN3","19","YjeF"
"DNAH10OS","12","dynein"
"PCDHA10","5","protocadherin"
"ARPC4-TTLL3","3","ARPC4-TTLL3"
"PTTG2","4","pituitary"
"AL669918.1","6",NA
"GIMD1","4","GIMAP"
"TRMT9B","8","tRNA"
"ZNF718","4","zinc"
"SMIM20","4","small"
"AF241726.2","X",NA
"GYPB","4","glycophorin"
"TUNAR","14","TCL1"
"TRIM75P","4","tripartite"
"KIAA1210","X","KIAA1210"
"AC004691.2","7",NA
"CHCHD10","22","coiled-coil-helix-coiled-coil-helix"
"FAM218A","4","family"
"CDK3","17","cyclin"
"GPR162","12","G"
"ATP6V1E2","2","ATPase"
"GLI4","8","GLI"
"LY6G6F-LY6G6D","6","LY6G6F-LY6G6D"
"AC068580.4","11",NA
"REELD1","4","reeler"
"CCDC169-SOHLH2","13","CCDC169-SOHLH2"
"AL672043.1","1","Homo"
"SELENOP","5","selenoprotein"
"NT5C1B-RDH14","2","NT5C1B-RDH14"
"USP17L20","4","ubiquitin"
"AC233724.12","5",NA
"PRODH2","19","proline"
"AC010255.3","5","zinc"
"EXOC1L","4","exocyst"
"USP17L18","4","ubiquitin"
"USP17L23","4","ubiquitin"
"AC083800.1","3",NA
"AL672142.1","9",NA
"ZNF674","X","zinc"
"TMED7-TICAM2","5","TMED7-TICAM2"
"AL691442.1","1",NA
"ZNF345","19","zinc"
"RFPL4B","6","ret"
"ALG1L2","3","ALG1,"
"SHANK3","22","SH3"
"MSANTD3-TMEFF1","9","MSANTD3-TMEFF1"
"AP000350.4","22",NA
"ZNF550","19","zinc"
"DCANP1","5","dendritic"
"FOXD1","5","forkhead"
"CENPS-CORT","1","CENPS-CORT"
"AC005324.3","17",NA
"AC093899.2","2",NA
"PRB1","12","proline"
"PCDHA12","5","protocadherin"
"PTX4","16","pentraxin"
"OC90","8","otoconin"
"RGS21","1","regulator"
"PCDHGA12","5","protocadherin"
"C8orf88","8","chromosome"
"SHLD3","5","shieldin"
"CCDC71L","7","coiled-coil"
"HOXA10","7","homeobox"
"TMEM200B","1","transmembrane"
"PCDHGB6","5","protocadherin"
"SERPINE3","13","serpin"
"C1orf210","1","chromosome"
"TRNP1","1","TMF1-regulated"
"SMIM18","8","small"
"PCDHGA5","5","protocadherin"
"NACA2","17","nascent"
"PCDHGA7","5","protocadherin"
"PYDC2","3","pyrin"
"SLC10A5","8","solute"
"EIF5AL1","10","eukaryotic"
"PRSS51","8","serine"
"ALG11","13","ALG11,"
"ATXN7L3B","12","ataxin"
"PRKDC","8","protein"
"PCDHGA6","5","protocadherin"
"PCDHGA8","5","protocadherin"
"UTP14C","13","UTP14C,"
"ETV3L","1","ETS"
"PCDHGA10","5","protocadherin"
"PCDHGA11","5","protocadherin"
"PCDHGB2","5","protocadherin"
"PCDHGB4","5","protocadherin"
"CLDN23","8","claudin"
"ZNF260","19","zinc"
"LYN","8","LYN"
"PINX1","8","PIN2"
"PCDHGB7","5","protocadherin"
"CD8B2","2","CD8b2"
"NPIPB11","16","nuclear"
"PCDHGB1","5","protocadherin"
"PCDHGA3","5","protocadherin"
"LRRC24","8","leucine"
"SIGLEC14","19","sialic"
"PBOV1","6","prostate"
"OR4D10","11","olfactory"
"AP002495.2","11","Putative"
"AP5B1","11","adaptor"
"CHMP4A","14","charged"
"SIGLEC12","19","sialic"
"PABPC4L","4","poly(A)"
"AL360181.3","10",NA
"OMP","11","olfactory"
"MAGEL2","15","MAGE"
"CSNK2A3","11","casein"
"ARMS2","10","age-related"
"INS","11","insulin"
"RTL1","14","retrotransposon"
"FPGT","1","fucose-1-phosphate"
"AL136295.1","14",NA
"AL512785.2","1",NA
"IGLL5","22","immunoglobulin"
"MEX3A","1","mex-3"
"OR10G4","11","olfactory"
"EEF1G","11","eukaryotic"
"CKLF-CMTM1","16","CKLF-CMTM1"
"SLC22A18AS","11","solute"
"OR5M10","11","olfactory"
"NPIPA2","16","nuclear"
"MPV17L2","19","MPV17"
"BORCS8","19","BLOC-1"
"AP000781.2","11",NA
"DPP3","11","dipeptidyl"
"ANKHD1-EIF4EBP3","5","ANKHD1-EIF4EBP3"
"KRTAP5-9","11","keratin"
"BRK1","3","BRICK1,"
"UBTFL1","11","upstream"
"OR5M1","11","olfactory"
"SAA2-SAA4","11","SAA2-SAA4"
"PIGY","4","phosphatidylinositol"
"CHMP1B","18","charged"
"EID3","12","EP300"
"GLYATL1B","11","glycine-N-acyltransferase"
"HTD2","3","hydroxyacyl-thioester"
"CCDC166","8","coiled-coil"
"NANOGP8","15","Nanog"
"CARD17","11","caspase"
"OR5M11","11","olfactory"
"FXYD6-FXYD2","11","FXYD6-FXYD2"
"PRR23D1","8","proline"
"SMIM35","11","small"
"OR8G5","11","olfactory"
"EID1","15","EP300"
"OR52B2","11","olfactory"
"NOX5","15","NADPH"
"CCDC179","11","coiled-coil"
"TAS2R43","12","taste"
"PRR23D2","8","proline"
"AP000790.2","11","oocyte-secreted"
"HCAR3","12","hydroxycarboxylic"
"PCDHA3","5","protocadherin"
"EBLN2","3","endogenous"
"AP001458.2","11",NA
"AC135050.2","16",NA
"CARD18","11","caspase"
"NPIPB8","16","nuclear"
"NEDD8-MDP1","14","NEDD8-MDP1"
"POLR2M","15","RNA"
"LY6G6E","6","lymphocyte"
"FDXACB1","11","ferredoxin-fold"
"OR10G2","14","olfactory"
"RAB44","6","RAB44,"
"AC068775.1","12",NA
"TRIL","7","TLR4"
"OR4D2","17","olfactory"
"AC011462.1","19",NA
"AC108488.2","2",NA
"OR6J1","14","olfactory"
"MTRNR2L8","11","MT-RNR2"
"TIFAB","5","TIFA"
"AL117348.2","1",NA
"TAS2R20","12","taste"
"KDM4F","11","lysine"
"AC073610.2","12",NA
"CYP2A6","19","cytochrome"
"CTSO","4","cathepsin"
"MTRNR2L10","X","MT-RNR2"
"APOPT1","14","apoptogenic"
"TRAPPC2B","19","trafficking"
"DNAAF4","15","dynein"
"ZNF432","19","zinc"
"AP000721.1","11",NA
"SMLR1","6","small"
"TAS2R30","12","taste"
"MTRNR2L3","20","MT-RNR2"
"ZNF10","12","zinc"
"ZNF486","19","zinc"
"SMIM3","5","small"
"HMBS","11","hydroxymethylbilane"
"ZNF225","19","zinc"
"AP002748.4","11",NA
"PPIAL4D","1","peptidylprolyl"
"ASIC5","4","acid"
"TAS2R31","12","taste"
"DND1","5","DND"
"SALL3","18","spalt"
"AL139300.1","14",NA
"AP003419.1","11",NA
"POLG2","17","DNA"
"SMIM10L1","12","small"
"OR13A1","10","olfactory"
"AP003108.2","11",NA
"MTRNR2L1","17","MT-RNR2"
"AC135586.2","12",NA
"CLEC12B","12","C-type"
"LIMS4","2","LIM"
"ZNF350","19","zinc"
"PGA5","11","pepsinogen"
"STH","17","saitohin"
"ZNF253","19","zinc"
"KLRF2","12","killer"
"C17orf100","17","chromosome"
"CAPNS2","16","calpain"
"AC026786.1","12",NA
"SLC5A8","12","solute"
"MTRNR2L7","10","MT-RNR2"
"LIMS3","2","LIM"
"KHDC1L","6","KH"
"GPR142","17","G"
"HP","16","haptoglobin"
"AC011604.2","12",NA
"C11orf97","11","chromosome"
"KIAA1147","7","KIAA1147"
"LSM14A","19","LSM14A,"
"NHLRC4","16","NHL"
"OR11H12","14","olfactory"
"TAS2R38","7","taste"
"AC004080.3","7",NA
"GATC","12","glutamyl-tRNA"
"ZBED6","1","zinc"
"MGAM","7","maltase-glucoamylase"
"FNTB","14","farnesyltransferase,"
"AC023055.1","12",NA
"AC034102.2","12",NA
"ZNF878","19","zinc"
"RPL36A-HNRNPH2","X","RPL36A-HNRNPH2"
"ZNF625","19","zinc"
"GALNT4","12","polypeptide"
"INAFM1","19","InaF"
"CNPY2","12","canopy"
"MGAM2","7","maltase-glucoamylase"
"AC002996.1","12",NA
"AC025165.3","12",NA
"CUX1","7","cut"
"TEN1","17","TEN1,"
"TEX49","12","testis"
"OR9A4","7","olfactory"
"MAP1LC3B2","12","microtubule"
"AC106782.1","16",NA
"AC133555.3","16",NA
"PRSS58","7","serine"
"CLEC5A","7","C-type"
"CHURC1","14","churchill"
"AC009779.3","12",NA
"C17orf49","17","chromosome"
"RTEL1","20","regulator"
"ZNF578","19","zinc"
"AC100868.1","8",NA
"PDF","16","peptide"
"RNASE12","14","ribonuclease"
"OR11H2","14","olfactory"
"AL139011.2","1",NA
"AL049779.1","14",NA
"AC005726.1","17",NA
"SPESP1","15","sperm"
"AP001781.2","11",NA
"TRIM6-TRIM34","11","TRIM6-TRIM34"
"BCL2L2-PABPN1","14","BCL2L2-PABPN1"
"SYNJ2BP-COX16","14","SYNJ2BP-COX16"
"TRIM34","11","tripartite"
"AC011448.1","19",NA
"AL355102.2","14",NA
"C20orf141","20","chromosome"
"PINX1","8","PIN2"
"AL162231.3","9",NA
"OR4C13","11","olfactory"
"RNASE4","14","ribonuclease"
"MC1R","16","melanocortin"
"DUXA","19","double"
"AC007040.2","2",NA
"CEP95","17","centrosomal"
"TUBB3","16","tubulin"
"AL096870.1","14",NA
"TMEM179","14","transmembrane"
"AL355916.3","14",NA
"TSPY1","Y","testis"
"TVP23C-CDRT4","17","TVP23C-CDRT4"
"FPGT-TNNI3K","1","FPGT-TNNI3K"
"AL163195.3","14",NA
"AL110118.2","14",NA
"POC1B-GALNT4","12","POC1B-GALNT4"
"NDUFC2-KCTD14","11","NDUFC2-KCTD14"
"SMIM6","17","small"
"AL132780.3","14",NA
"AL163636.2","14",NA
"ITGB3","17","integrin"
"SLC35G6","17","solute"
"BUB1B-PAK6","15","BUB1B-PAK6"
"ZHX1-C8orf76","8","ZHX1-C8orf76"
"INAFM2","15","InaF"
"ST20-MTHFS","15","ST20-MTHFS"
"AL136295.3","14",NA
"GH1","17","growth"
"TGIF2-RAB5IF","20","TGIF2-RAB5IF"
"CTXND1","15","cortexin"
"THTPA","14","thiamine"
"MRPL46","15","mitochondrial"
"UBE2Q2L","15","ubiquitin"
"BLID","11","BH3-like"
"AC136428.1","16",NA
"AC093525.1","16",NA
"SLC22A31","16","solute"
"LYPD8","1","LY6/PLAUR"
"AL845331.2","2","putative"
"RBM15B","3","RNA"
"TGFBR3L","19","transforming"
"AC107871.1","15",NA
"HOXB7","17","homeobox"
"SPDYE6","7","speedy/RINGO"
"AC090527.2","15",NA
"CCDC187","9","coiled-coil"
"FRRS1L","9","ferric"
"PMF1-BGLAP","1","PMF1-BGLAP"
"AC093525.2","16",NA
"ARMH2","6","armadillo-like"
"TBC1D3G","17","TBC1"
"AC009119.2","16",NA
"MRC1","10","mannose"
"HSPB9","17","heat"
"AC138811.2","16",NA
"AC026464.3","16",NA
"SCX","8","scleraxis"
"C16orf95","16","chromosome"
"KCNJ18","17","potassium"
"AC012184.2","16",NA
"AL035425.2","X","insulin"
"DUX4","4","double"
"AC092718.3","16",NA
"ANKRD20A1","9","ankyrin"
"TLE7","16","transducin"
"SERTM2","X","serine"
"AC245033.1","15",NA
"AL049634.2","20",NA
"AC002310.4","16",NA
"XKR7","20","XK"
"AC026464.4","16",NA
"CCPG1","15","cell"
"SULT1A3","16","sulfotransferase"
"TMEM178B","7","transmembrane"
"AC140504.1","16","MPV17"
"EPPK1","8","epiplakin"
"CLEC19A","16","C-type"
"ZNF865","19","zinc"
"BOP1","8","block"
"GOLGA8T","15","golgin"
"MUC22","6","mucin"
"FIGNL2","12","fidgetin"
"AC010325.1","19",NA
"PECAM1","17","platelet"
"TUBB8","10","tubulin"
"TP53TG3B","16","TP53"
"TMEM249","8","transmembrane"
"TPBGL","11","trophoblast"
"GAN","16","gigaxonin"
"GOLGA6L7","15","golgin"
"C15orf65","15","chromosome"
"LY6L","8","lymphocyte"
"SCRT1","8","scratch"
"HPR","16","haptoglobin-related"
"AC009163.4","16",NA
"GOLGA8S","15","golgin"
"BOLA2-SMG1P6","16","BOLA2-SMG1P6"
"TCF24","8","transcription"
"AL929554.1","9",NA
"GOLGA8H","15","golgin"
"ISY1-RAB43","3","ISY1-RAB43"
"AC138894.1","16",NA
"MIA","19","melanoma"
"SMIM36","17","small"
"PCDHGA9","5","protocadherin"
"GFY","19","golgi"
"AC233723.1","17",NA
"MYMX","6","myomixer,"
"OCLM","1","oculomedin"
"PCDHGB3","5","protocadherin"
"CORO7","16","coronin"
"MMP12","11","matrix"
"CCER2","19","coiled-coil"
"SMIM28","6","small"
"PCDHGA4","5","protocadherin"
"AC025283.2","16",NA
"OR1D5","17","olfactory"
"SPON1","11","spondin"
"AC139530.2","17",NA
"OVCA2","17","OVCA2,"
"MRPL12","17","mitochondrial"
"C19orf84","19","chromosome"
"CCNQ","X","cyclin"
"GTF2I","7","general"
"ZNF234","19","zinc"
"AL662899.2","6",NA
"MYZAP","15","myocardial"
"DPEP2NB","16","DPEP2"
"AC119396.1","19",NA
"PPIAL4A","1","peptidylprolyl"
"TMEM238L","17","transmembrane"
"PPIAL4C","1","peptidylprolyl"
"SRSF8","11","serine"
"FAM72C","1","family"
"IKBKE","1","inhibitor"
"AC129492.3","17",NA
"MSMB","10","microseminoprotein"
"LINC02210-CRHR1","17","LINC02210-CRHR1"
"GDF2","10","growth"
"LINC00672","17","long"
"NBPF11","1","NBPF"
"RHEX","1","regulator"
"ANXA8L1","10","annexin"
"NOTCH2NL","1","notch"
"DYNLL2","17","dynein"
"MYH4","17","myosin"
"OTUD7B","1","OTU"
"AC138696.1","8",NA
"NPY4R2","10","neuropeptide"
"GJA5","1","gap"
"AC134669.1","17",NA
"ANXA8","10","annexin"
"RBP3","10","retinol"
"RBM8A","1","RNA"
"AC099850.2","17",NA
"TIMM23","10","translocase"
"RNF115","1","ring"
"AP000275.2","21",NA
"RPL17","18","ribosomal"
"ZNF488","10","zinc"
"SEC22B","1","SEC22"
"FSBP","8","fibrinogen"
"TXNIP","1","thioredoxin"
"SRGAP2","1","SLIT-ROBO"
"BAHCC1","17","BAH"
"AC015813.2","17",NA
"RASSF5","1","Ras"
"STRADA","17","STE20-related"
"AC005697.1","17",NA
"KLF14","7","Kruppel"
"NBPF15","1","NBPF"
"NCOA4","10","nuclear"
"MRPS21","1","mitochondrial"
"GDF10","10","growth"
"MYO15B","17","myosin"
"TBC1D29","17","TBC1"
"AC011195.2","17",NA
"AC092073.1","19",NA
"FXYD1","19","FXYD"
"AARSD1","17","alanyl-tRNA"
"AC006538.2","19",NA
"ZNF850","19","zinc"
"PTGES3L","17","prostaglandin"
"AC007998.2","18",NA
"AC011499.1","19",NA
"AC005837.2","17",NA
"AC245748.1","19",NA
"AC008770.2","19",NA
"LCN6","9","lipocalin"
"C17orf113","17","chromosome"
"AC099811.2","17",NA
"AC023509.3","12",NA
"AC005702.1","17",NA
"AC008687.1","19",NA
"AC012309.1","19",NA
"UPK3BL1","7","uroplakin"
"APOC4","19","apolipoprotein"
"ZNF285","19","zinc"
"S1PR2","19","sphingosine-1-phosphate"
"AC093155.3","1",NA
"AC004223.3","17",NA
"CGB1","19","chorionic"
"FDX2","19","ferredoxin"
"ZNF224","19","zinc"
"LUZP6","7","leucine"
"AC024592.3","19",NA
"AC011479.1","19",NA
"SMIM22","16","small"
"LIN37","19","lin-37"
"NDUFA7","19","NADH:ubiquinone"
"AC243967.1","19",NA
"CCDC177","14","coiled-coil"
"AC008878.1","19",NA
"MAGEA9B","X","MAGE"
"SSX4","X","SSX"
"AC010616.1","19","Ets2"
"NBPF12","1","NBPF"
"AC008982.1","19",NA
"GABRQ","X","gamma-aminobutyric"
"SLC6A14","X","solute"
"AC003002.1","19",NA
"AC004076.1","19",NA
"SMIM17","19","small"
"OPN1MW","X","opsin"
"ARL14EPL","5","ADP"
"TCP11X1","X","t-complex"
"SCGB1C2","17","secretoglobin"
"FAM156A","X","family"
"L34079.1","19",NA
